step_idx,pos_in_k,base_pos,mtp_pos,last_token,mtp_top1,mtp_top1_logit,main_top1,main_top1_logit,accepted,topk_match
81,0,608,21,279,15979,26.000000,15979,24.125000,1,1
82,0,610,22,20915,13,24.875000,13,25.375000,1,1
83,0,612,23,561,561,19.125000,29144,24.125000,0,0
84,0,613,23,29144,27050,21.250000,6165,24.750000,0,0
85,0,614,23,6165,27050,24.375000,27050,24.750000,1,1
86,0,616,24,279,24460,22.625000,24460,22.500000,1,1
87,0,618,25,3377,303,20.625000,303,25.500000,1,1
88,0,620,26,3150,3150,27.250000,854,24.500000,0,0
89,0,621,26,854,854,24.625000,13,25.000000,0,0
90,0,622,26,13,271,27.375000,2838,23.625000,0,0
91,0,623,26,2838,5947,21.375000,5947,23.875000,1,1
92,0,625,27,264,491,23.500000,15352,24.750000,0,0
93,0,626,27,15352,6157,30.125000,6157,24.000000,1,1
94,0,628,28,314,279,31.000000,2981,25.000000,0,0
95,0,629,28,2981,17793,26.250000,17793,25.625000,1,1
96,0,631,29,364,279,32.500000,279,24.125000,1,1
